CodigoLocalidad,CodigoRecinto,CodigoMesa,opcion,conteo
821,113,3018111,LIBRE,157
821,113,3018121,PDC,20
821,113,3018121,LIBRE,137
821,25887,3018361,PDC,27
821,25887,3018361,LIBRE,170
821,25887,3018371,PDC,37
821,25887,3018371,LIBRE,172
821,25887,3018391,PDC,28
821,25887,3018391,LIBRE,171
821,25887,3018401,PDC,10
821,25887,3018401,LIBRE,60
821,196,3018571,PDC,143
821,196,3018571,LIBRE,37
821,196,3018581,PDC,145
821,196,3018581,LIBRE,32
821,196,3018591,PDC,83
821,196,3018591,LIBRE,30
821,147,3018611,PDC,38
821,147,3018611,LIBRE,150
821,147,3018621,PDC,40
821,147,3018621,LIBRE,161
821,147,3018631,PDC,37
821,147,3018631,LIBRE,156
821,147,3018641,PDC,29
821,147,3018641,LIBRE,166
821,147,3018651,PDC,29
821,147,3018651,LIBRE,83
821,141,3018751,PDC,36
821,141,3018751,LIBRE,151
821,141,3018771,PDC,44
821,141,3018771,LIBRE,150
821,122,3022041,PDC,28
821,122,3022041,LIBRE,173
821,122,3022051,PDC,33
821,122,3022051,LIBRE,174
821,122,3022071,PDC,39
821,122,3022071,LIBRE,170
821,136,3022281,PDC,37
821,136,3022281,LIBRE,169
821,136,3022291,PDC,22
821,136,3022291,LIBRE,183
821,136,3022301,PDC,33
821,136,3022301,LIBRE,182
821,136,3022311,PDC,30
821,136,3022311,LIBRE,171
821,136,3022321,PDC,24
821,136,3022321,LIBRE,185
821,136,3022331,PDC,22
821,136,3022331,LIBRE,191
821,136,3022341,PDC,33
821,136,3022341,LIBRE,169
821,136,3022351,PDC,36
821,136,3022351,LIBRE,170
821,136,3022361,PDC,35
821,136,3022361,LIBRE,168
821,136,3022381,PDC,22
821,136,3022381,LIBRE,175
821,136,3022391,PDC,32
821,136,3022391,LIBRE,178
821,136,3022401,PDC,28
821,136,3022401,LIBRE,179
821,136,3022411,PDC,36
821,136,3022411,LIBRE,171
821,136,3022421,PDC,23
821,136,3022421,LIBRE,131
821,26440,3022521,PDC,14
821,26440,3022521,LIBRE,60
934,25049,3031691,PDC,72
934,25049,3031691,LIBRE,130
934,25049,3031701,PDC,89
934,25049,3031701,LIBRE,108
934,25049,3031721,PDC,87
934,25049,3031721,LIBRE,117
934,25049,3031731,PDC,95
934,25049,3031731,LIBRE,110
934,25049,3031741,PDC,83
934,25049,3031741,LIBRE,110
934,25049,3031761,PDC,70
934,25049,3031761,LIBRE,140
934,25049,3031771,PDC,108
934,25049,3031771,LIBRE,99
934,25049,3031781,PDC,90
934,25049,3031781,LIBRE,122
934,25049,3031791,PDC,72
934,25049,3031791,LIBRE,143
934,25049,3031801,PDC,72
934,25049,3031801,LIBRE,129
934,25049,3031811,PDC,62
934,25049,3031811,LIBRE,95
934,25689,3032191,PDC,118
934,25689,3032191,LIBRE,77
934,25689,3032211,PDC,114
934,25689,3032211,LIBRE,92
934,25689,3032221,PDC,89
934,25689,3032221,LIBRE,67
934,26320,3032371,PDC,56
934,26320,3032371,LIBRE,139
934,25683,3032381,PDC,81
934,25683,3032381,LIBRE,105
938,9019,3034571,PDC,89
938,9019,3034571,LIBRE,105
938,9019,3034581,PDC,82
938,9019,3034581,LIBRE,119
938,9019,3034601,PDC,91
938,9019,3034601,LIBRE,109
938,9019,3034611,PDC,105
938,9019,3034611,LIBRE,81
938,9019,3034621,PDC,88
938,9019,3034621,LIBRE,104
939,9018,3034931,PDC,126
939,9018,3034931,LIBRE,77
939,9018,3034941,PDC,138
939,9018,3034941,LIBRE,62
951,9029,3037351,PDC,124
951,9029,3037351,LIBRE,83
951,9029,3037361,PDC,106
951,9029,3037361,LIBRE,89
951,9029,3037371,PDC,103
951,9029,3037371,LIBRE,100
951,9029,3037381,PDC,115
951,9029,3037381,LIBRE,79
951,9029,3037401,PDC,111
951,9029,3037401,LIBRE,86
951,9029,3037411,PDC,123
951,9029,3037411,LIBRE,87
951,9029,3037421,PDC,107
951,9029,3037421,LIBRE,92
951,9029,3037431,PDC,120
951,9029,3037431,LIBRE,83
951,9029,3037441,PDC,135
951,9029,3037441,LIBRE,70
951,9029,3037451,PDC,113
951,9029,3037451,LIBRE,81
951,9029,3037461,PDC,106
951,9029,3037461,LIBRE,93
951,9029,3037471,PDC,103
951,9029,3037471,LIBRE,91
951,9029,3037481,PDC,107
951,9029,3037481,LIBRE,89
951,9029,3037491,PDC,117
951,9029,3037491,LIBRE,87
951,9029,3037501,PDC,104
951,9029,3037501,LIBRE,86
951,9029,3037511,PDC,104
951,9029,3037511,LIBRE,93
951,9029,3037521,PDC,84
951,9029,3037521,LIBRE,109
951,25698,3037911,PDC,82
951,25698,3037911,LIBRE,117
951,25698,3037951,PDC,92
951,25698,3037951,LIBRE,108
951,25698,3037961,PDC,94
951,25698,3037961,LIBRE,103
951,25698,3037971,PDC,79
951,25698,3037971,LIBRE,122
951,25698,3037981,PDC,68
951,25698,3037981,LIBRE,127
951,25698,3037991,PDC,58
951,25698,3037991,LIBRE,142
951,25698,3038001,PDC,39
951,25698,3038001,LIBRE,87
952,9032,3038321,PDC,107
952,9032,3038321,LIBRE,93
952,9032,3038331,PDC,108
952,9032,3038331,LIBRE,104
952,9032,3038341,PDC,122
952,9032,3038341,LIBRE,85
952,9032,3038351,PDC,134
952,9032,3038351,LIBRE,66
952,9032,3038361,PDC,108
952,9032,3038361,LIBRE,89
952,9032,3038371,PDC,129
952,9032,3038371,LIBRE,81
952,9032,3038381,PDC,96
952,9032,3038381,LIBRE,99
952,9032,3038391,PDC,109
952,9032,3038391,LIBRE,92
952,9032,3038401,PDC,128
952,9032,3038401,LIBRE,77
952,9032,3038411,PDC,121
952,9032,3038411,LIBRE,79
952,9032,3038421,PDC,96
952,9032,3038421,LIBRE,110
952,9032,3038431,PDC,117
952,9032,3038431,LIBRE,93
952,26459,3038501,PDC,64
952,26459,3038501,LIBRE,154
952,26459,3038511,PDC,10
952,26459,3038511,LIBRE,35
957,9037,3039181,PDC,71
957,9037,3039181,LIBRE,134
957,9037,3039191,PDC,106
957,9037,3039191,LIBRE,92
957,9037,3039201,PDC,99
957,9037,3039201,LIBRE,107
957,9037,3039211,PDC,91
957,9037,3039211,LIBRE,119
957,9037,3039221,PDC,90
957,9037,3039221,LIBRE,115
957,25904,3039281,PDC,39
957,25904,3039281,LIBRE,160
957,25904,3039291,PDC,50
957,25904,3039291,LIBRE,157
962,26463,3041201,PDC,138
962,26463,3041201,LIBRE,71
962,26463,3041211,PDC,157
962,26463,3041211,LIBRE,48
962,26463,3041221,PDC,165
962,26463,3041221,LIBRE,63
964,9046,3041891,PDC,116
964,9046,3041891,LIBRE,91
964,9046,3041901,PDC,110
964,9046,3041901,LIBRE,79
964,9046,3041911,PDC,116
964,9046,3041911,LIBRE,84
964,9046,3041931,PDC,115
964,9046,3041931,LIBRE,83
964,9046,3041941,PDC,125
964,9046,3041941,LIBRE,71
964,9046,3041951,PDC,140
964,9046,3041951,LIBRE,62
964,9046,3041961,PDC,113
964,9046,3041961,LIBRE,85
964,9046,3041971,PDC,121
964,9046,3041971,LIBRE,79
964,9046,3041981,PDC,120
964,9046,3041981,LIBRE,84
964,9046,3041991,PDC,129
964,9046,3041991,LIBRE,81
964,9046,3042001,PDC,130
964,9046,3042001,LIBRE,63
964,9046,3042011,PDC,114
964,9046,3042011,LIBRE,81
964,9046,3042021,PDC,120
964,9046,3042021,LIBRE,73
964,9046,3042031,PDC,137
964,9046,3042031,LIBRE,61
964,9046,3042041,PDC,114
964,9046,3042041,LIBRE,70
964,9046,3042051,PDC,92
964,9046,3042051,LIBRE,110
964,9046,3042061,PDC,100
964,9046,3042061,LIBRE,97
964,9046,3042071,PDC,16
964,9046,3042071,LIBRE,34
964,26468,3042081,PDC,78
964,26468,3042081,LIBRE,120
964,26468,3042091,PDC,113
964,26468,3042091,LIBRE,97
964,26468,3042121,PDC,104
964,26468,3042121,LIBRE,96
964,26468,3042131,PDC,93
964,26468,3042131,LIBRE,108
964,26468,3042141,PDC,123
964,26468,3042141,LIBRE,75
964,26468,3042151,PDC,116
964,26468,3042151,LIBRE,86
964,26468,3042161,PDC,115
964,26468,3042161,LIBRE,88
965,9039,3042181,PDC,116
965,9039,3042181,LIBRE,91
965,9039,3042191,PDC,98
965,9039,3042191,LIBRE,111
965,9039,3042201,PDC,28
965,9039,3042201,LIBRE,19
966,9047,3042291,PDC,87
966,9047,3042291,LIBRE,116
966,9047,3042311,PDC,103
966,9047,3042311,LIBRE,108
966,9047,3042321,PDC,69
966,9047,3042321,LIBRE,145
966,9047,3042341,PDC,99
966,9047,3042341,LIBRE,108
968,9053,3042721,PDC,91
968,9053,3042721,LIBRE,118
968,9053,3042731,PDC,69
968,9053,3042731,LIBRE,136
968,9053,3042741,PDC,102
968,9053,3042741,LIBRE,116
968,9053,3042751,PDC,79
968,9053,3042751,LIBRE,122
968,9053,3042761,PDC,86
968,9053,3042761,LIBRE,134
968,9053,3042771,PDC,74
968,9053,3042771,LIBRE,131
968,9053,3042781,PDC,77
968,9053,3042781,LIBRE,126
971,1050,3044331,PDC,161
971,1050,3044331,LIBRE,13
971,1050,3044341,PDC,46
971,1050,3044341,LIBRE,3
3011,1014,3049681,PDC,67
3011,1014,3049681,LIBRE,143
3011,1014,3049701,PDC,92
3011,1014,3049701,LIBRE,117
3011,1014,3049711,PDC,103
3011,1014,3049711,LIBRE,108
3011,1014,3049721,PDC,95
3011,1014,3049721,LIBRE,92
3011,1014,3049741,PDC,87
3011,1014,3049741,LIBRE,115
3011,1014,3049751,PDC,91
3011,1014,3049751,LIBRE,119
3011,1014,3049761,PDC,110
3011,1014,3049761,LIBRE,84
3011,1014,3049771,PDC,82
3011,1014,3049771,LIBRE,124
3011,1014,3049781,PDC,78
3011,1014,3049781,LIBRE,125
3011,1014,3049791,PDC,80
3011,1014,3049791,LIBRE,127
3011,1014,3049801,PDC,95
3011,1014,3049801,LIBRE,110
3011,1014,3049811,PDC,73
3011,1014,3049811,LIBRE,125
2059,108,4000011,PDC,49
2059,108,4000011,LIBRE,162
2059,108,4000021,PDC,88
2059,108,4000021,LIBRE,127
2059,108,4000031,PDC,74
2059,108,4000031,LIBRE,133
2059,108,4000041,PDC,52
2059,108,4000041,LIBRE,154
2059,108,4000051,PDC,61
2059,108,4000051,LIBRE,146
2059,111,4000181,PDC,70
2059,111,4000181,LIBRE,139
2059,111,4000191,PDC,41
2059,111,4000191,LIBRE,178
2059,111,4000201,PDC,62
2059,111,4000201,LIBRE,151
2059,111,4000211,PDC,63
2059,111,4000211,LIBRE,141
2059,111,4000221,PDC,53
2059,111,4000221,LIBRE,157
2059,111,4000231,PDC,57
2059,111,4000231,LIBRE,148
2059,111,4000241,PDC,58
2059,111,4000241,LIBRE,154
2059,111,4000251,PDC,47
2059,111,4000251,LIBRE,168
2059,111,4000261,PDC,37
2059,111,4000261,LIBRE,168
2059,111,4000271,PDC,42
2059,111,4000271,LIBRE,159
2059,111,4000281,PDC,23
2059,111,4000281,LIBRE,171
2059,111,4000291,PDC,32
2059,111,4000291,LIBRE,150
2059,25035,4000491,PDC,114
2059,25035,4000491,LIBRE,85
2059,25035,4000501,PDC,113
2059,25035,4000501,LIBRE,88
2059,25035,4000511,PDC,119
2059,25035,4000511,LIBRE,74
2059,25035,4000521,PDC,94
2059,25035,4000521,LIBRE,71
2059,86,4000581,PDC,35
2059,86,4000581,LIBRE,180
2059,117,4000881,PDC,57
2059,117,4000881,LIBRE,158
2059,25045,4001101,PDC,50
2059,25045,4001101,LIBRE,157
2059,25045,4001111,PDC,31
2059,25045,4001111,LIBRE,137
2059,31007,4001151,PDC,54
2059,31007,4001151,LIBRE,138
2059,31007,4001161,PDC,48
2059,31007,4001161,LIBRE,162
2059,31007,4001171,PDC,55
2059,31007,4001171,LIBRE,154
2059,31007,4001181,PDC,40
2059,31007,4001181,LIBRE,176
2059,31007,4001191,PDC,41
2059,31007,4001191,LIBRE,182
2059,31007,4001201,PDC,48
2059,31007,4001201,LIBRE,160
2059,31007,4001211,PDC,18
2059,31007,4001211,LIBRE,74
2059,31001,4001331,PDC,67
2059,31001,4001331,LIBRE,147
2059,31001,4001341,PDC,87
2059,31001,4001341,LIBRE,115
2059,31001,4001351,PDC,67
2059,31001,4001351,LIBRE,136
2059,31001,4001361,PDC,64
2059,31001,4001361,LIBRE,145
2059,116,4001601,PDC,83
2059,116,4001601,LIBRE,131
2059,116,4001611,PDC,57
2059,116,4001611,LIBRE,156
2059,116,4001621,PDC,79
2059,116,4001621,LIBRE,118
2059,116,4001631,PDC,73
2059,116,4001631,LIBRE,148
2059,116,4001641,PDC,48
2059,116,4001641,LIBRE,103
2059,25033,4001651,PDC,66
2059,25033,4001651,LIBRE,154
2059,25033,4001661,PDC,72
2059,25033,4001661,LIBRE,133
2059,25033,4001671,PDC,66
2059,25033,4001671,LIBRE,142
2059,25033,4001681,PDC,83
2059,25033,4001681,LIBRE,123
2059,25033,4001691,PDC,47
2059,25033,4001691,LIBRE,171
2059,25033,4001701,PDC,59
2059,25033,4001701,LIBRE,156
2059,25033,4001711,PDC,47
2059,25033,4001711,LIBRE,155
2059,32407,4001801,PDC,51
2059,32407,4001801,LIBRE,158
2059,32407,4001811,PDC,55
2059,32407,4001811,LIBRE,159
2059,32407,4001821,PDC,12
2059,32407,4001821,LIBRE,66
2059,95,4001831,PDC,142
2059,95,4001831,LIBRE,66
2059,95,4001851,PDC,130
2059,95,4001851,LIBRE,85
2059,95,4001861,PDC,135
2059,95,4001861,LIBRE,78
2059,95,4001871,PDC,119
2059,95,4001871,LIBRE,97
2059,95,4001881,PDC,111
2059,95,4001881,LIBRE,93
2059,25629,4002061,PDC,142
2059,25629,4002061,LIBRE,67
2059,25629,4002071,PDC,143
2059,25629,4002071,LIBRE,56
2059,25629,4002081,PDC,130
2059,25629,4002081,LIBRE,73
2059,25629,4002091,PDC,151
2059,25629,4002091,LIBRE,47
2059,25629,4002101,PDC,109
2059,25629,4002101,LIBRE,97
2059,25629,4002111,PDC,109
2059,25629,4002111,LIBRE,91
2059,25629,4002121,PDC,129
2059,25629,4002121,LIBRE,78
2059,25629,4002131,PDC,95
2059,25629,4002131,LIBRE,99
2059,25629,4002141,PDC,110
2059,25629,4002141,LIBRE,91
2059,25629,4002151,PDC,97
2059,25629,4002151,LIBRE,112
2059,25629,4002161,PDC,66
2059,25629,4002161,LIBRE,54
2059,141,4002411,PDC,140
2059,141,4002411,LIBRE,72
2059,141,4002421,PDC,141
2059,141,4002421,LIBRE,65
2059,141,4002441,PDC,139
2059,141,4002441,LIBRE,75
2059,93,4002711,PDC,172
2059,93,4002711,LIBRE,27
2059,93,4002721,PDC,177
2059,93,4002721,LIBRE,25
2059,93,4002731,PDC,182
2059,93,4002731,LIBRE,18
2059,93,4002741,PDC,73
2059,93,4002741,LIBRE,10
2059,94,4002751,PDC,83
2059,94,4002751,LIBRE,134
2059,94,4002761,PDC,88
2059,94,4002761,LIBRE,113
2059,94,4002771,PDC,97
2059,94,4002771,LIBRE,116
2059,94,4002781,PDC,107
2059,94,4002781,LIBRE,89
2059,94,4002791,PDC,112
2059,94,4002791,LIBRE,99
2059,94,4002801,PDC,102
2059,94,4002801,LIBRE,108
2059,94,4002871,PDC,104
2059,94,4002871,LIBRE,106
2059,94,4002881,PDC,78
2059,94,4002881,LIBRE,127
2059,31032,4003051,PDC,87
2059,31032,4003051,LIBRE,121
2059,31032,4003061,PDC,84
2059,31032,4003061,LIBRE,117
2059,31032,4003071,PDC,94
2059,31032,4003071,LIBRE,111
2059,31032,4003081,PDC,96
2059,31032,4003081,LIBRE,106
2059,31032,4003091,PDC,100
2059,31032,4003091,LIBRE,117
2059,31032,4003121,PDC,80
2059,31032,4003121,LIBRE,125
2059,31032,4003131,PDC,53
2059,31032,4003131,LIBRE,66
2059,98,4003201,PDC,114
2059,98,4003201,LIBRE,106
2059,98,4003241,PDC,69
2059,98,4003241,LIBRE,121
2059,79,4003251,PDC,107
2059,79,4003251,LIBRE,93
2059,79,4003261,PDC,110
2059,79,4003261,LIBRE,106
2059,79,4003271,PDC,116
2059,79,4003271,LIBRE,92
2059,79,4003281,PDC,133
2059,79,4003281,LIBRE,75
2059,79,4003291,PDC,108
2059,79,4003291,LIBRE,102
2059,79,4003301,PDC,105
2059,79,4003301,LIBRE,100
2059,79,4003311,PDC,122
2059,79,4003311,LIBRE,86
2059,79,4003321,PDC,59
2059,79,4003321,LIBRE,52
2059,80,4003441,PDC,138
2059,80,4003441,LIBRE,68
2059,80,4003451,PDC,150
2059,80,4003451,LIBRE,46
2059,80,4003461,PDC,160
2059,80,4003461,LIBRE,52
2059,80,4003471,PDC,140
2059,80,4003471,LIBRE,55
2059,80,4003481,PDC,157
2059,80,4003481,LIBRE,50
2059,32409,4003711,PDC,130
2059,32409,4003711,LIBRE,91
2059,32409,4003721,PDC,69
2059,32409,4003721,LIBRE,38
2059,83,4003881,PDC,99
2059,83,4003881,LIBRE,114
2059,83,4003891,PDC,105
2059,83,4003891,LIBRE,96
2059,83,4003901,PDC,101
2059,83,4003901,LIBRE,115
2059,83,4003911,PDC,106
2059,83,4003911,LIBRE,107
2059,83,4003921,PDC,91
2059,83,4003921,LIBRE,109
2059,83,4003931,PDC,92
2059,83,4003931,LIBRE,121
2059,83,4003941,PDC,95
2059,83,4003941,LIBRE,119
2059,83,4003951,PDC,9
2059,83,4003951,LIBRE,19
2059,32180,4003961,PDC,153
2059,32180,4003961,LIBRE,56
2059,32180,4003971,PDC,138
2059,32180,4003971,LIBRE,57
2059,84,4004571,PDC,116
2059,84,4004571,LIBRE,101
2059,84,4004581,PDC,102
2059,84,4004581,LIBRE,113
2059,84,4004591,PDC,109
2059,84,4004591,LIBRE,93
2059,84,4004601,PDC,122
2059,84,4004601,LIBRE,85
2059,31008,4005251,PDC,106
2059,31008,4005251,LIBRE,108
2059,31008,4005261,PDC,117
2059,31008,4005261,LIBRE,98
2059,31008,4005271,PDC,129
2059,31008,4005271,LIBRE,72
2059,31008,4005281,PDC,128
2059,31008,4005281,LIBRE,65
2059,31008,4005291,PDC,104
2059,31008,4005291,LIBRE,107
2059,31008,4005301,PDC,116
2059,31008,4005301,LIBRE,105
2059,31008,4005311,PDC,134
2059,31008,4005311,LIBRE,75
2059,31008,4005321,PDC,112
2059,31008,4005321,LIBRE,87
2059,31008,4005331,PDC,105
2059,31008,4005331,LIBRE,87
2059,25027,4005341,PDC,127
2059,25027,4005341,LIBRE,71
2059,25027,4005351,PDC,110
2059,25027,4005351,LIBRE,92
2059,25027,4005361,PDC,135
2059,25027,4005361,LIBRE,72
2059,25027,4005371,PDC,137
2059,25027,4005371,LIBRE,69
2059,25027,4005381,PDC,136
2059,25027,4005381,LIBRE,81
2059,25027,4005391,PDC,130
2059,25027,4005391,LIBRE,79
2059,25027,4005401,PDC,138
2059,25027,4005401,LIBRE,68
2059,25027,4005411,PDC,141
2059,25027,4005411,LIBRE,69
2059,25027,4005421,PDC,132
2059,25027,4005421,LIBRE,70
2059,25027,4005431,PDC,126
2059,25027,4005431,LIBRE,79
2059,25027,4005441,PDC,139
2059,25027,4005441,LIBRE,67
2059,25027,4005451,PDC,118
2059,25027,4005451,LIBRE,91
2059,25027,4005461,PDC,127
2059,25027,4005461,LIBRE,82
2059,25027,4005471,PDC,61
2059,25027,4005471,LIBRE,30
2059,138,4005761,PDC,99
2059,138,4005761,LIBRE,109
2059,138,4005771,PDC,79
2059,138,4005771,LIBRE,124
2059,138,4005781,PDC,99
2059,138,4005781,LIBRE,114
2059,138,4005791,PDC,94
2059,138,4005791,LIBRE,112
2059,138,4005801,PDC,102
2059,138,4005801,LIBRE,119
2059,138,4005811,PDC,121
2059,138,4005811,LIBRE,96
2059,138,4005821,PDC,115
2059,138,4005821,LIBRE,104
2059,138,4005831,PDC,89
2059,138,4005831,LIBRE,124
2059,138,4005841,PDC,99
2059,138,4005841,LIBRE,116
2059,138,4005851,PDC,90
2059,138,4005851,LIBRE,123
2059,138,4005861,PDC,108
2059,138,4005861,LIBRE,115
2059,138,4005871,PDC,92
2059,138,4005871,LIBRE,126
2059,138,4005881,PDC,87
2059,138,4005881,LIBRE,117
2059,138,4005891,PDC,105
2059,138,4005891,LIBRE,100
2059,138,4005901,PDC,93
2059,138,4005901,LIBRE,118
2059,138,4005911,PDC,94
2059,138,4005911,LIBRE,116
2059,138,4005921,PDC,85
2059,138,4005921,LIBRE,133
2059,138,4005931,PDC,91
2059,138,4005931,LIBRE,119
2059,138,4005941,PDC,103
2059,138,4005941,LIBRE,113
2059,138,4005951,PDC,66
2059,138,4005951,LIBRE,141
2059,138,4005961,PDC,82
2059,138,4005961,LIBRE,133
2059,138,4005971,PDC,106
2059,138,4005971,LIBRE,111
2059,138,4005981,PDC,94
2059,138,4005981,LIBRE,119
2059,138,4005991,PDC,95
2059,138,4005991,LIBRE,118
2059,138,4006001,PDC,6
2059,138,4006001,LIBRE,15
2059,25029,4006011,PDC,106
2059,25029,4006011,LIBRE,102
2059,25029,4006021,PDC,104
2059,25029,4006021,LIBRE,109
2059,25029,4006041,PDC,91
2059,25029,4006041,LIBRE,105
2059,25029,4006051,PDC,116
2059,25029,4006051,LIBRE,98
2059,25029,4006061,PDC,77
2059,25029,4006061,LIBRE,126
2059,25029,4006071,PDC,24
2059,25029,4006071,LIBRE,62
2059,25036,4006081,PDC,72
2059,25036,4006081,LIBRE,145
2059,25036,4006091,PDC,88
2059,25036,4006091,LIBRE,113
2059,25036,4006101,PDC,83
2059,25036,4006101,LIBRE,126
2059,25036,4006111,PDC,75
2059,25036,4006111,LIBRE,137
2059,25036,4006121,PDC,64
2059,25036,4006121,LIBRE,144
2059,25036,4006131,PDC,95
2059,25036,4006131,LIBRE,119
2059,25036,4006141,PDC,88
2059,25036,4006141,LIBRE,129
2059,25036,4006151,PDC,72
2059,25036,4006151,LIBRE,127
2059,25036,4006161,PDC,77
2059,25036,4006161,LIBRE,142
2059,82,4006181,PDC,79
2059,82,4006181,LIBRE,130
2059,82,4006191,PDC,86
2059,82,4006191,LIBRE,138
2059,82,4006201,PDC,94
2059,82,4006201,LIBRE,125
2059,82,4006211,PDC,98
2059,82,4006211,LIBRE,111
2059,82,4006221,PDC,96
2059,82,4006221,LIBRE,121
2059,82,4006231,PDC,74
2059,82,4006231,LIBRE,121
2059,82,4006241,PDC,93
2059,82,4006241,LIBRE,116
2059,82,4006251,PDC,100
2059,82,4006251,LIBRE,99
2059,82,4006261,PDC,78
2059,82,4006261,LIBRE,119
2059,82,4006271,PDC,77
2059,82,4006271,LIBRE,145
2059,82,4006281,PDC,87
2059,82,4006281,LIBRE,130
2059,82,4006291,PDC,80
2059,82,4006291,LIBRE,109
2059,25034,4006321,PDC,160
2059,25034,4006321,LIBRE,42
2059,25050,4006411,PDC,107
2059,25050,4006411,LIBRE,101
2059,25050,4006421,PDC,108
2059,25050,4006421,LIBRE,102
2059,25050,4006431,PDC,108
2059,25050,4006431,LIBRE,113
2059,25050,4006441,PDC,98
2059,25050,4006441,LIBRE,111
2059,25050,4006451,PDC,93
2059,25050,4006451,LIBRE,110
2059,25050,4006461,PDC,85
2059,25050,4006461,LIBRE,130
2059,25050,4006471,PDC,104
2059,25050,4006471,LIBRE,92
2059,88,4006481,PDC,35
2059,88,4006481,LIBRE,175
2059,88,4006491,PDC,43
2059,88,4006491,LIBRE,155
2059,88,4006501,PDC,52
2059,88,4006501,LIBRE,146
2059,88,4006511,PDC,54
2059,88,4006511,LIBRE,151
2059,88,4006521,PDC,45
2059,88,4006521,LIBRE,163
2059,88,4006531,PDC,56
2059,88,4006531,LIBRE,146
2059,88,4006541,PDC,80
2059,88,4006541,LIBRE,116
2059,88,4006561,PDC,56
2059,88,4006561,LIBRE,161
2059,88,4006571,PDC,48
2059,88,4006571,LIBRE,159
2059,88,4006581,PDC,78
2059,88,4006581,LIBRE,134
2059,88,4006591,PDC,35
2059,88,4006591,LIBRE,166
2059,88,4006601,PDC,37
2059,88,4006601,LIBRE,165
2059,88,4006611,PDC,44
2059,88,4006611,LIBRE,161
2059,88,4006621,PDC,28
2059,88,4006621,LIBRE,106
2059,91,4006761,PDC,73
2059,91,4006761,LIBRE,127
2059,91,4006771,PDC,101
2059,91,4006771,LIBRE,120
2059,91,4006781,PDC,78
2059,91,4006781,LIBRE,126
2059,91,4006791,PDC,71
2059,91,4006791,LIBRE,132
2059,91,4006801,PDC,87
2059,91,4006801,LIBRE,117
2059,91,4006811,PDC,68
2059,91,4006811,LIBRE,133
2059,91,4006821,PDC,87
2059,91,4006821,LIBRE,119
2059,91,4006831,PDC,68
2059,91,4006831,LIBRE,140
2059,32135,4006871,PDC,135
2059,32135,4006871,LIBRE,85
2059,32135,4006881,PDC,135
2059,32135,4006881,LIBRE,68
2059,32135,4006891,PDC,144
2059,32135,4006891,LIBRE,72
2059,32135,4006901,PDC,135
2059,32135,4006901,LIBRE,76
2059,32135,4006911,PDC,140
2059,32135,4006911,LIBRE,74
2059,32135,4006921,PDC,123
2059,32135,4006921,LIBRE,87
2059,32135,4006931,PDC,51
2059,32135,4006931,LIBRE,38
2059,147,4007031,PDC,155
2059,147,4007031,LIBRE,44
2059,147,4007041,PDC,155
2059,147,4007041,LIBRE,58
2059,147,4007051,PDC,156
2059,147,4007051,LIBRE,44
2059,147,4007061,PDC,163
2059,147,4007061,LIBRE,47
2059,147,4007071,PDC,170
2059,147,4007071,LIBRE,32
2059,147,4007081,PDC,160
2059,147,4007081,LIBRE,45
2059,147,4007091,PDC,157
2059,147,4007091,LIBRE,34
2059,147,4007101,PDC,148
2059,147,4007101,LIBRE,60
2059,147,4007111,PDC,165
2059,147,4007111,LIBRE,50
2059,147,4007121,PDC,138
2059,147,4007121,LIBRE,53
2059,147,4007131,PDC,87
2059,147,4007131,LIBRE,25
2059,25043,4007141,PDC,152
2059,25043,4007141,LIBRE,58
2059,25043,4007151,PDC,139
2059,25043,4007151,LIBRE,65
2059,25043,4007161,PDC,132
2059,25043,4007161,LIBRE,43
2059,25043,4007171,PDC,151
2059,25043,4007171,LIBRE,48
2059,106,4007391,PDC,68
2059,106,4007391,LIBRE,129
2059,106,4007401,PDC,74
2059,106,4007401,LIBRE,140
2059,129,4007611,PDC,98
2059,129,4007611,LIBRE,104
2059,129,4007621,PDC,97
2059,129,4007621,LIBRE,107
2059,129,4007631,PDC,106
2059,129,4007631,LIBRE,99
2059,129,4007641,PDC,91
2059,129,4007641,LIBRE,119
2059,129,4007651,PDC,84
2059,129,4007651,LIBRE,101
2059,131,4007721,PDC,128
2059,131,4007721,LIBRE,71
2059,131,4007731,PDC,128
2059,131,4007731,LIBRE,81
2059,131,4007741,PDC,121
2059,131,4007741,LIBRE,86
2059,131,4007751,PDC,122
2059,131,4007751,LIBRE,75
2059,131,4007761,PDC,130
2059,131,4007761,LIBRE,71
2059,131,4007821,PDC,113
2059,131,4007821,LIBRE,87
2059,131,4007831,PDC,130
2059,131,4007831,LIBRE,74
2059,131,4007841,PDC,147
2059,131,4007841,LIBRE,49
2059,131,4007851,PDC,134
2059,131,4007851,LIBRE,60
2059,131,4007861,PDC,115
2059,131,4007861,LIBRE,89
2059,131,4007881,PDC,109
2059,131,4007881,LIBRE,98
2059,131,4007901,PDC,111
2059,131,4007901,LIBRE,86
2059,131,4007911,PDC,105
2059,131,4007911,LIBRE,101
2059,131,4007921,PDC,65
2059,131,4007921,LIBRE,49
2059,136,4008621,PDC,75
2059,136,4008621,LIBRE,141
2059,136,4008631,PDC,71
2059,136,4008631,LIBRE,142
2059,136,4008641,PDC,90
2059,136,4008641,LIBRE,129
2059,136,4008651,PDC,54
2059,136,4008651,LIBRE,90
2059,137,4008711,PDC,106
2059,137,4008711,LIBRE,99
